"Date","Price","Open","High","Low","Vol.","Change %"
"10/17/2019","393.08","392.94","396.86","392.23","256.88M","-0.10%"
"10/16/2019","393.46","393.85","394.60","392.25","241.97M","-0.14%"
"10/15/2019","394.02","390.56","395.07","390.56","243.56M","1.11%"
"10/14/2019","389.69","390.81","390.81","387.09","171.18M","-0.49%"
"10/11/2019","391.61","384.14","391.61","383.71","310.83M","2.31%"
"10/10/2019","382.76","380.49","383.55","378.18","194.97M","0.65%"
"10/09/2019","380.30","378.47","381.75","377.94","156.95M","0.42%"
"10/08/2019","378.71","383.21","383.52","378.43","174.86M","-1.10%"
"10/07/2019","382.91","380.13","383.11","379.54","146.53M","0.71%"
"10/04/2019","380.22","377.60","380.22","376.71","176.10M","0.73%"
"10/03/2019","377.46","377.06","378.43","374.66","170.77M","-0.02%"
"10/02/2019","377.52","387.71","387.71","377.52","224.78M","-2.70%"
"10/01/2019","387.99","393.35","394.69","387.79","204.81M","-1.31%"
"09/30/2019","393.15","391.64","393.57","391.04","180.74M","0.35%"
"09/27/2019","391.79","390.37","392.49","390.37","158.98M","0.47%"
"09/26/2019","389.95","387.03","390.74","386.91","174.95M","0.61%"
"09/25/2019","387.59","389.14","389.14","384.18","186.40M","-0.58%"
"09/24/2019","389.84","390.37","390.96","389.64","161.98M","0.01%"
"09/23/2019","389.80","392.40","392.42","388.71","170.83M","-0.80%"
"09/20/2019","392.95","392.83","393.67","391.90","425.28M","0.29%"
"09/19/2019","391.80","389.35","392.03","388.90","188.67M","0.61%"
"09/18/2019","389.41","389.03","390.16","388.61","180.52M","0.02%"
"09/17/2019","389.33","389.44","389.73","387.66","207.73M","-0.05%"
"09/16/2019","389.53","391.14","391.14","389.13","225.00M","-0.58%"
"09/13/2019","391.79","390.29","392.29","389.93","244.90M","0.34%"
"09/12/2019","390.48","389.93","392.74","388.13","237.98M","0.20%"
"09/11/2019","389.71","386.60","389.82","386.60","236.88M","0.85%"
"09/10/2019","386.44","386.09","386.48","383.79","271.53M","0.10%"
"09/09/2019","386.06","387.12","387.92","385.44","198.15M","-0.28%"
"09/06/2019","387.14","386.00","387.14","385.36","189.28M","0.32%"
"09/05/2019","385.92","383.75","386.11","383.75","210.41M","0.72%"
"09/04/2019","383.18","380.86","384.41","380.86","192.14M","0.89%"
"09/03/2019","379.81","380.40","380.40","378.15","160.86M","-0.23%"
"09/02/2019","380.69","379.88","382.09","379.88","123.00M","0.32%"
"08/30/2019","379.48","376.76","380.58","376.76","197.01M","0.73%"
"08/29/2019","376.74","372.41","377.17","371.94","194.34M","1.04%"
"08/28/2019","372.86","373.48","373.48","369.86","174.34M","-0.20%"
"08/27/2019","373.62","371.37","374.37","370.06","209.02M","0.63%"
"08/26/2019","371.28","370.57","372.23","369.08","73.31M","-0.02%"
"08/23/2019","371.36","374.90","376.52","371.36","175.74M","-0.78%"
"08/22/2019","374.29","375.32","376.69","373.43","177.00M","-0.40%"
"08/21/2019","375.80","371.61","376.37","371.61","152.87M","1.21%"
"08/20/2019","371.30","373.87","375.17","371.06","182.07M","-0.68%"
"08/19/2019","373.86","370.43","374.17","370.43","177.67M","1.14%"
"08/16/2019","369.63","365.31","369.95","365.31","240.28M","1.24%"
"08/15/2019","365.09","366.28","367.03","361.07","232.06M","-0.29%"
"08/14/2019","366.16","372.74","372.80","364.96","231.32M","-1.68%"
"08/13/2019","372.40","370.12","374.21","367.17","224.93M","0.54%"
"08/12/2019","370.41","372.09","375.35","370.08","168.00M","-0.31%"
"08/09/2019","371.56","374.73","374.97","371.11","227.22M","-0.84%"
"08/08/2019","374.71","370.02","374.71","370.02","195.89M","1.66%"
"08/07/2019","368.60","368.08","371.70","365.99","222.71M","0.24%"
"08/06/2019","367.71","369.07","371.98","367.56","206.93M","-0.47%"
"08/05/2019","369.43","376.74","376.74","368.65","271.76M","-2.31%"
"08/02/2019","378.15","385.72","385.72","377.31","277.00M","-2.46%"
"08/01/2019","387.68","384.93","387.92","384.40","208.10M","0.50%"
"07/31/2019","385.77","384.95","386.34","384.47","245.60M","0.17%"
"07/30/2019","385.11","390.42","390.70","384.46","233.84M","-1.47%"
"07/29/2019","390.85","390.38","392.56","389.77","178.07M","0.03%"
"07/26/2019","390.73","389.27","391.12","389.06","207.43M","0.31%"
"07/25/2019","389.52","392.08","395.10","387.64","220.37M","-0.56%"
"07/24/2019","391.73","391.56","392.05","390.36","179.43M","0.05%"
"07/23/2019","391.54","388.28","392.49","388.28","183.69M","0.98%"
"07/22/2019","387.74","387.15","388.54","386.63","151.85M","0.13%"
"07/19/2019","387.25","387.22","389.45","386.19","191.13M","0.12%"
"07/18/2019","386.80","387.09","388.08","385.02","167.60M","-0.22%"
"07/17/2019","387.66","388.82","389.70","387.19","173.24M","-0.37%"
"07/16/2019","389.10","387.55","389.71","387.19","166.53M","0.35%"
"07/15/2019","387.75","386.82","388.73","385.72","138.21M","0.23%"
"07/12/2019","386.85","386.72","387.73","386.39","154.08M","0.04%"
"07/11/2019","386.70","387.85","388.64","386.27","158.97M","-0.12%"
"07/10/2019","387.15","387.69","389.37","386.79","167.20M","-0.20%"
"07/09/2019","387.92","389.27","389.27","386.47","166.23M","-0.51%"
"07/08/2019","389.90","390.01","390.90","389.06","156.77M","-0.05%"
"07/05/2019","390.11","392.90","392.91","389.09","169.91M","-0.72%"
"07/04/2019","392.94","392.65","393.40","392.43","158.04M","0.09%"
"07/03/2019","392.58","389.36","392.67","389.36","201.01M","0.85%"
"07/02/2019","389.29","388.35","389.69","387.88","164.53M","0.37%"
"07/01/2019","387.87","385.34","389.98","385.34","184.00M","0.78%"
"06/28/2019","384.87","382.14","385.10","382.12","194.70M","0.70%"
"06/27/2019","382.21","382.12","383.56","380.72","178.94M","0.00%"
"06/26/2019","382.20","382.97","384.30","381.90","178.60M","-0.31%"
"06/25/2019","383.40","383.73","383.83","382.39","168.24M","-0.10%"
"06/24/2019","383.79","384.61","385.88","383.38","171.77M","-0.25%"
"06/21/2019","384.76","386.16","387.07","384.08","402.29M","-0.36%"
"06/20/2019","386.16","385.40","387.87","385.40","231.50M","0.36%"
"06/19/2019","384.77","384.83","385.03","383.54","221.10M","0.00%"
"06/18/2019","384.78","378.22","385.43","376.73","239.92M","1.67%"
"06/17/2019","378.46","378.83","379.69","377.75","143.32M","-0.09%"
"06/14/2019","378.81","379.99","379.99","377.41","156.54M","-0.40%"
"06/13/2019","380.33","379.36","381.40","378.71","163.35M","0.16%"
"06/12/2019","379.74","379.86","380.19","378.34","188.54M","-0.30%"
"06/11/2019","380.89","378.54","382.07","378.54","189.90M","0.69%"
"06/10/2019","378.27","377.63","378.98","377.63","117.67M","0.21%"
"06/07/2019","377.48","374.25","378.39","374.25","175.02M","0.93%"
"06/06/2019","374.01","374.05","376.75","373.15","196.91M","-0.02%"
"06/05/2019","374.08","372.76","374.90","372.54","201.24M","0.38%"
"06/04/2019","372.67","369.89","373.35","367.81","227.76M","0.59%"
"06/03/2019","370.49","368.79","370.49","365.77","193.23M","0.39%"
"05/31/2019","369.06","371.51","371.51","366.64","231.28M","-0.81%"
"05/30/2019","372.07","370.83","372.69","370.83","157.08M","0.42%"
"05/29/2019","370.51","375.27","388.96","369.91","186.93M","-1.43%"
"05/28/2019","375.90","376.98","377.61","374.78","337.72M","-0.22%"
"05/27/2019","376.71","376.37","378.54","376.36","66.11M","0.22%"
"05/24/2019","375.89","373.90","377.12","373.90","183.13M","0.56%"
"05/23/2019","373.79","378.39","378.39","373.31","219.42M","-1.42%"
"05/22/2019","379.19","378.92","380.36","376.91","203.27M","-0.08%"
"05/21/2019","379.50","377.43","380.25","377.43","201.85M","0.54%"
"05/20/2019","377.46","381.12","381.89","375.95","209.19M","-1.06%"
"05/17/2019","381.51","382.35","382.35","379.28","206.40M","-0.36%"
"05/16/2019","382.88","377.47","382.88","376.36","205.14M","1.27%"
"05/15/2019","378.06","376.40","378.06","373.80","232.30M","0.46%"
"05/14/2019","376.34","372.67","376.34","372.67","199.11M","1.01%"
"05/13/2019","372.57","377.25","377.31","371.76","207.80M","-1.21%"
"05/10/2019","377.14","376.65","379.59","376.30","188.70M","0.32%"
"05/09/2019","375.92","381.22","381.22","375.48","225.78M","-1.65%"
"05/08/2019","382.23","381.38","382.70","379.89","214.97M","0.15%"
"05/07/2019","381.64","386.91","387.85","381.10","233.43M","-1.37%"
"05/06/2019","386.95","389.06","389.06","384.17","96.74M","-0.88%"
"05/03/2019","390.37","389.14","391.09","388.83","151.44M","0.39%"
"05/02/2019","388.84","390.44","390.63","388.70","195.55M","-0.58%"
"05/01/2019","391.09","391.46","391.78","390.99","152.24M","-0.07%"
"04/30/2019","391.35","390.86","391.35","389.93","200.28M","0.01%"
"04/29/2019","391.32","390.86","392.05","389.63","152.05M","0.08%"
"04/26/2019","391.01","390.19","391.09","389.24","199.40M","0.22%"
"04/25/2019","390.15","390.76","390.87","388.85","182.89M","-0.21%"
"04/24/2019","390.98","391.09","392.22","390.32","203.50M","-0.09%"
"04/23/2019","391.35","389.84","391.55","389.29","201.22M","0.23%"
"04/19/2019","390.46","390.46","390.46","390.46","","0.00%"
"04/18/2019","390.46","389.36","391.07","388.16","179.70M","0.22%"
"04/17/2019","389.59","389.14","390.34","388.25","203.84M","0.10%"
"04/16/2019","389.21","387.99","389.63","387.99","180.89M","0.29%"
"04/15/2019","388.10","387.11","388.59","387.11","165.69M","0.15%"
"04/12/2019","387.53","386.30","387.71","385.81","219.34M","0.16%"
"04/11/2019","386.91","386.33","387.78","384.92","187.74M","0.06%"
"04/10/2019","386.68","385.81","387.13","385.70","171.08M","0.26%"
"04/09/2019","385.68","387.62","389.11","385.36","181.00M","-0.47%"
"04/08/2019","387.51","388.46","388.50","386.84","154.64M","-0.19%"
"04/05/2019","388.23","387.81","388.94","387.54","178.18M","0.09%"
"04/04/2019","387.87","388.48","388.65","387.18","180.96M","-0.27%"
"04/03/2019","388.92","386.08","388.92","386.08","230.07M","1.01%"
"04/02/2019","385.03","383.19","385.68","383.19","190.68M","0.35%"
"04/01/2019","383.67","379.72","383.79","379.72","205.88M","1.21%"
"03/29/2019","379.09","376.73","379.55","376.73","244.98M","0.60%"
"03/28/2019","376.84","377.12","378.81","376.64","173.08M","-0.12%"
"03/27/2019","377.28","377.50","379.59","375.69","219.72M","0.02%"
"03/26/2019","377.20","374.84","377.87","374.11","175.48M","0.77%"
"03/25/2019","374.33","374.82","375.47","372.96","175.74M","-0.45%"
"03/22/2019","376.03","381.09","381.82","375.61","231.04M","-1.22%"
"03/21/2019","380.69","380.27","381.29","378.48","187.05M","-0.04%"
"03/20/2019","380.84","383.67","383.70","380.84","199.37M","-0.90%"
"03/19/2019","384.29","382.41","385.33","382.31","180.21M","0.57%"
"03/18/2019","382.11","381.22","382.19","381.22","191.03M","0.27%"
"03/15/2019","381.10","378.22","381.47","378.22","393.77M","0.68%"
"03/14/2019","378.52","375.81","379.07","375.81","210.10M","0.78%"
"03/13/2019","375.60","373.03","375.61","372.80","195.57M","0.63%"
"03/12/2019","373.25","374.65","375.20","372.37","208.94M","-0.06%"
"03/11/2019","373.47","370.99","373.63","370.88","177.15M","0.78%"
"03/08/2019","370.57","372.60","372.60","369.75","204.16M","-0.89%"
"03/07/2019","373.88","374.95","376.34","372.37","245.42M","-0.43%"
"03/06/2019","375.48","375.58","376.85","374.98","213.25M","-0.04%"
"03/05/2019","375.64","374.90","376.12","373.72","205.41M","0.15%"
"03/04/2019","375.09","375.04","376.32","375.04","171.80M","0.23%"
"03/01/2019","374.24","373.48","375.67","373.48","201.37M","0.39%"
"02/28/2019","372.80","371.19","373.19","370.47","261.02M","0.06%"
"02/27/2019","372.58","372.96","373.06","371.25","224.17M","-0.28%"
"02/26/2019","373.64","372.04","374.11","370.28","199.94M","0.39%"
"02/25/2019","372.18","371.90","373.18","371.56","182.65M","0.26%"
"02/22/2019","371.23","370.27","371.90","369.87","185.49M","0.22%"
"02/21/2019","370.41","371.12","371.72","369.48","214.40M","-0.28%"
"02/20/2019","371.46","369.38","371.70","369.26","211.27M","0.67%"
"02/19/2019","368.97","369.40","370.02","367.36","174.29M","-0.22%"
"02/18/2019","369.78","368.90","370.14","368.66","148.50M","0.23%"
"02/15/2019","368.94","363.83","369.27","363.24","245.67M","1.41%"
"02/14/2019","363.80","365.42","367.06","363.48","185.94M","-0.32%"
"02/13/2019","364.97","363.24","365.82","363.24","178.79M","0.60%"
"02/12/2019","362.78","362.07","363.68","362.07","167.31M","0.46%"
"02/11/2019","361.12","358.87","361.83","358.87","169.84M","0.85%"
"02/08/2019","358.07","359.75","360.77","357.37","188.12M","-0.56%"
"02/07/2019","360.08","364.73","365.25","360.08","221.76M","-1.49%"
"02/06/2019","365.52","364.86","365.91","364.14","188.34M","0.15%"
"02/05/2019","364.99","359.94","364.99","359.94","208.45M","1.41%"
"02/04/2019","359.92","359.80","360.20","358.28","187.58M","0.06%"
"02/01/2019","359.71","359.02","360.03","357.31","219.85M","0.29%"
"01/31/2019","358.67","358.68","360.51","356.25","297.61M","0.04%"
"01/30/2019","358.51","356.72","359.03","356.64","188.88M","0.36%"
"01/29/2019","357.23","354.45","358.70","354.19","183.22M","0.80%"
"01/28/2019","354.38","357.01","357.26","354.03","178.00M","-0.97%"
"01/25/2019","357.84","357.28","358.76","357.28","202.90M","0.61%"
"01/24/2019","355.67","355.06","356.64","353.83","197.79M","0.22%"
"01/23/2019","354.89","354.49","356.86","352.97","192.07M","-0.06%"
"01/22/2019","355.09","355.49","356.51","353.74","195.75M","-0.36%"
"01/21/2019","356.36","356.39","356.43","355.58","138.95M","-0.19%"
"01/18/2019","357.05","351.98","357.29","351.98","260.62M","1.80%"
"01/17/2019","350.73","349.71","351.07","348.29","167.56M","0.04%"
"01/16/2019","350.59","349.92","350.93","348.82","206.30M","0.54%"
"01/15/2019","348.71","348.26","350.60","347.11","189.28M","0.35%"
"01/14/2019","347.51","348.27","348.27","345.86","168.22M","-0.48%"
"01/11/2019","349.20","349.03","350.18","347.74","179.86M","0.09%"
"01/10/2019","348.88","347.07","348.92","344.84","173.53M","0.34%"
"01/09/2019","347.70","346.87","349.81","346.79","214.41M","0.53%"
"01/08/2019","345.85","342.99","348.06","342.99","191.38M","0.87%"
"01/07/2019","342.88","344.03","344.75","341.38","180.41M","-0.15%"
"01/04/2019","343.38","335.47","343.90","335.47","193.70M","2.83%"
"01/03/2019","333.92","335.64","336.78","333.51","184.99M","-0.98%"
"01/02/2019","337.21","335.86","337.83","331.80","163.35M","-0.13%"
"12/31/2018","337.65","336.73","337.92","336.53","88.97M","0.42%"
"12/28/2018","336.23","330.57","336.92","330.57","156.94M","2.02%"
"12/27/2018","329.58","336.23","337.05","327.34","197.15M","-1.69%"
"12/24/2018","335.24","336.24","336.24","334.57","178.19M","-0.42%"
"12/21/2018","336.67","336.15","337.05","333.15","409.62M","0.03%"
"12/20/2018","336.58","339.45","339.45","335.41","256.99M","-1.45%"
"12/19/2018","341.52","340.42","342.49","340.42","219.25M","0.31%"
"12/18/2018","340.46","342.66","343.08","340.46","232.13M","-0.82%"
"12/17/2018","343.26","346.74","346.74","342.46","196.13M","-1.14%"
"12/14/2018","347.21","348.20","348.26","344.55","187.51M","-0.63%"
"12/13/2018","349.42","350.13","351.31","348.72","214.98M","-0.17%"
"12/12/2018","350.00","344.45","350.85","344.45","255.60M","1.69%"
"12/11/2018","344.18","340.66","346.82","340.66","219.42M","1.53%"
"12/10/2018","338.99","344.15","344.15","338.79","216.52M","-1.87%"
"12/07/2018","345.45","344.29","349.20","344.29","212.73M","0.62%"
"12/06/2018","343.31","352.59","352.59","342.53","274.86M","-3.09%"
"12/05/2018","354.27","357.39","357.39","354.00","187.67M","-1.16%"
"12/04/2018","358.43","360.72","360.98","358.36","202.79M","-0.76%"
"12/03/2018","361.18","359.56","364.89","359.56","226.58M","1.03%"
"11/30/2018","357.49","358.21","358.39","356.01","288.30M","-0.17%"
"11/29/2018","358.10","358.10","360.06","357.08","199.67M","0.20%"
"11/28/2018","357.39","358.01","359.20","357.10","208.56M","0.00%"
"11/27/2018","357.40","358.12","358.85","355.62","212.34M","-0.26%"
"11/26/2018","358.33","355.02","358.80","355.02","223.04M","1.23%"
"11/23/2018","353.98","352.46","354.20","351.36","163.02M","0.40%"
"11/22/2018","352.57","354.57","354.57","351.67","177.56M","-0.70%"
"11/21/2018","355.07","351.86","355.27","351.85","219.95M","1.14%"
"11/20/2018","351.06","354.30","354.30","349.29","239.16M","-1.14%"
"11/19/2018","355.11","358.24","360.27","355.01","196.78M","-0.73%"
"11/16/2018","357.71","358.90","361.40","355.63","242.90M","-0.20%"
"11/15/2018","358.43","362.30","364.01","356.00","259.89M","-1.06%"
"11/14/2018","362.27","363.38","365.45","359.92","225.55M","-0.60%"
"11/13/2018","364.44","362.73","365.26","361.72","234.17M","0.67%"
"11/12/2018","362.03","366.38","367.80","362.02","193.77M","-1.01%"
"11/09/2018","365.74","366.38","366.38","363.85","211.01M","-0.37%"
"11/08/2018","367.08","367.34","369.12","366.56","198.49M","0.19%"
"11/07/2018","366.39","363.30","367.12","363.30","201.13M","1.06%"
"11/06/2018","362.55","364.02","364.44","361.43","176.10M","-0.26%"
"11/05/2018","363.50","364.26","365.23","363.29","157.05M","-0.16%"
"11/02/2018","364.08","364.98","367.63","363.85","212.62M","0.28%"
"11/01/2018","363.08","361.73","364.70","361.11","240.11M","0.41%"
"10/31/2018","361.61","357.29","362.74","357.29","272.46M","1.71%"
"10/30/2018","355.53","355.77","356.89","352.78","212.39M","0.01%"
"10/29/2018","355.51","352.65","358.60","352.65","212.56M","0.90%"
"10/26/2018","352.34","354.55","354.55","348.44","245.52M","-0.77%"
"10/25/2018","355.07","351.94","355.11","349.58","254.83M","0.51%"
"10/24/2018","353.27","354.47","358.53","353.19","224.76M","-0.22%"
"10/23/2018","354.06","358.44","358.44","353.25","259.00M","-1.58%"
"10/22/2018","359.74","361.78","363.83","359.41","207.40M","-0.42%"
"10/19/2018","361.24","361.70","362.75","359.00","274.50M","-0.12%"
"10/18/2018","361.67","363.48","365.61","361.57","222.73M","-0.51%"
"10/17/2018","363.54","365.54","367.37","362.16","196.32M","-0.40%"
"10/16/2018","364.99","359.74","365.06","359.30","214.30M","1.58%"
"10/15/2018","359.31","358.72","359.67","356.34","179.79M","0.10%"
"10/12/2018","358.95","360.81","363.07","358.95","232.52M","-0.19%"
"10/11/2018","359.65","364.40","364.40","359.17","311.99M","-1.98%"
"10/10/2018","366.93","373.36","373.36","366.93","266.29M","-1.61%"
"10/09/2018","372.93","372.58","373.42","369.24","227.36M","0.19%"
"10/08/2018","372.21","376.09","376.09","371.97","196.73M","-1.12%"
"10/05/2018","376.41","379.83","379.83","376.28","202.94M","-0.86%"
"10/04/2018","379.68","383.61","383.61","379.15","225.35M","-1.08%"
"10/03/2018","383.84","382.16","384.76","382.16","210.14M","0.50%"
"10/02/2018","381.94","383.29","383.29","380.70","233.31M","-0.52%"
"10/01/2018","383.94","383.18","384.83","382.74","217.34M","0.20%"
"09/28/2018","383.18","385.97","385.97","381.82","282.73M","-0.83%"
"09/27/2018","386.38","384.71","386.62","382.71","191.14M","0.35%"
"09/26/2018","385.04","384.33","385.07","383.32","183.18M","0.30%"
"09/25/2018","383.89","382.23","384.33","382.23","196.79M","0.46%"
"09/24/2018","382.14","383.93","384.07","381.79","175.43M","-0.56%"
"09/21/2018","384.29","382.73","385.20","382.73","436.63M","0.43%"
"09/20/2018","382.63","379.90","382.86","379.84","243.99M","0.70%"
"09/19/2018","379.98","378.96","380.52","378.56","218.82M","0.33%"
"09/18/2018","378.73","378.18","379.53","377.05","195.07M","0.11%"
"09/17/2018","378.31","377.90","378.69","376.93","175.45M","0.12%"
"09/14/2018","377.85","377.01","378.24","376.74","156.34M","0.35%"
"09/13/2018","376.52","377.15","378.61","376.39","179.48M","-0.15%"
"09/12/2018","377.08","375.67","377.44","375.55","192.50M","0.47%"
"09/11/2018","375.31","375.56","375.99","373.49","175.76M","-0.05%"
"09/10/2018","375.51","374.04","376.46","373.66","198.44M","0.47%"
"09/07/2018","373.77","373.59","374.09","371.89","225.02M","0.08%"
"09/06/2018","373.47","375.19","376.36","373.45","199.84M","-0.59%"
"09/05/2018","375.68","379.07","379.07","375.45","248.56M","-1.09%"
"09/04/2018","379.83","383.18","384.02","378.59","221.98M","-0.70%"
"09/03/2018","382.51","381.92","382.76","381.60","126.94M","0.07%"
"08/31/2018","382.26","385.06","385.06","382.02","227.46M","-0.80%"
"08/30/2018","385.36","386.52","386.52","383.90","177.51M","-0.32%"
"08/29/2018","386.58","385.89","386.75","384.66","169.04M","0.29%"
"08/28/2018","385.46","386.00","386.80","385.40","161.59M","-0.03%"
"08/27/2018","385.57","384.07","385.83","384.07","58.89M","0.52%"
"08/24/2018","383.56","383.37","384.80","382.96","134.08M","0.05%"
"08/23/2018","383.38","384.16","385.31","383.32","147.33M","-0.17%"
"08/22/2018","384.02","383.66","385.00","383.27","160.33M","-0.03%"
"08/21/2018","384.15","382.71","385.27","382.36","149.22M","0.24%"
"08/20/2018","383.23","381.33","384.05","381.33","141.32M","0.57%"
"08/17/2018","381.06","381.44","382.09","379.09","172.11M","-0.10%"
"08/16/2018","381.43","380.30","381.75","379.85","194.05M","0.46%"
"08/15/2018","379.70","385.18","385.87","378.73","212.46M","-1.36%"
"08/14/2018","384.92","385.51","387.22","384.01","184.24M","0.00%"
"08/13/2018","384.91","385.62","385.72","383.65","168.91M","-0.25%"
"08/10/2018","385.86","389.91","389.91","384.97","206.28M","-1.07%"
"08/09/2018","390.05","389.01","390.10","388.07","149.76M","0.09%"
"08/08/2018","389.69","389.73","390.66","388.88","161.80M","-0.20%"
"08/07/2018","390.49","388.85","391.47","388.85","170.20M","0.47%"
"08/06/2018","388.66","389.44","390.31","387.59","181.17M","-0.13%"
"08/03/2018","389.16","387.33","389.63","387.09","179.25M","0.65%"
"08/02/2018","386.64","389.46","389.46","385.93","254.09M","-0.82%"
"08/01/2018","389.84","391.81","392.26","389.59","233.92M","-0.45%"
"07/31/2018","391.61","390.76","392.69","390.37","235.59M","0.18%"
"07/30/2018","390.92","391.17","391.72","390.39","170.86M","-0.30%"
"07/27/2018","392.08","390.34","392.20","390.34","210.31M","0.40%"
"07/26/2018","390.53","387.65","390.63","387.65","192.17M","0.87%"
"07/25/2018","387.17","388.42","388.69","386.60","192.54M","-0.26%"
"07/24/2018","388.18","385.70","389.31","385.70","209.39M","0.86%"
"07/23/2018","384.88","385.55","385.69","383.59","155.77M","-0.19%"
"07/20/2018","385.62","385.63","386.84","382.91","207.53M","-0.15%"
"07/19/2018","386.18","387.03","387.52","385.64","188.28M","-0.23%"
"07/18/2018","387.06","385.60","387.56","385.60","183.62M","0.54%"
"07/17/2018","384.98","384.03","385.46","382.74","190.16M","0.24%"
"07/16/2018","384.05","385.21","385.98","383.32","155.52M","-0.25%"
"07/13/2018","385.03","384.92","386.53","384.67","164.82M","0.17%"
"07/12/2018","384.37","382.08","384.47","381.29","187.23M","0.78%"
"07/11/2018","381.40","384.56","384.56","381.08","196.72M","-1.26%"
"07/10/2018","386.25","385.17","386.87","384.66","185.27M","0.43%"
"07/09/2018","384.59","383.45","385.15","383.45","169.28M","0.58%"
"07/06/2018","382.36","382.12","382.91","380.31","181.71M","0.20%"
"07/05/2018","381.59","379.71","383.41","379.71","191.10M","0.41%"
"07/04/2018","380.05","379.56","380.60","379.00","148.72M","0.06%"
"07/03/2018","379.81","377.34","380.98","377.21","229.78M","0.81%"
"07/02/2018","376.75","378.59","378.59","375.22","200.64M","-0.84%"
"06/29/2018","379.93","378.33","381.69","378.33","246.22M","0.81%"
"06/28/2018","376.87","379.02","380.24","375.11","214.77M","-0.82%"
"06/27/2018","379.97","377.36","381.77","374.38","319.22M","0.72%"
"06/26/2018","377.25","377.82","378.78","376.82","229.62M","0.05%"
"06/25/2018","377.05","383.80","383.80","377.05","182.51M","-2.07%"
"06/22/2018","385.01","381.03","385.01","381.03","194.40M","1.09%"
"06/21/2018","380.85","384.72","386.12","380.15","212.30M","-0.90%"
"06/20/2018","384.29","383.96","386.55","383.96","220.00M","0.28%"
"06/19/2018","383.21","384.71","384.71","380.83","235.51M","-0.70%"
"06/18/2018","385.91","388.75","388.87","384.59","190.92M","-0.83%"
"06/15/2018","389.13","393.07","393.96","389.13","434.53M","-0.99%"
"06/14/2018","393.04","386.99","393.89","385.52","277.19M","1.23%"
"06/13/2018","388.25","388.00","389.13","387.08","222.02M","0.19%"
"06/12/2018","387.53","388.70","389.64","387.33","215.22M","-0.11%"
"06/11/2018","387.94","385.30","388.24","385.30","227.86M","0.73%"
"06/08/2018","385.12","385.60","386.00","382.78","211.62M","-0.21%"
"06/07/2018","385.94","387.13","389.06","385.33","249.24M","-0.24%"
"06/06/2018","386.88","386.95","387.93","384.60","247.92M","0.00%"
"06/05/2018","386.89","387.86","390.02","386.89","244.52M","-0.31%"
"06/04/2018","388.11","387.95","389.47","387.66","210.79M","0.31%"
"06/01/2018","386.91","383.35","388.11","383.35","263.66M","1.01%"
"05/31/2018","383.06","385.41","386.70","382.14","442.08M","-0.63%"
"05/30/2018","385.49","383.98","385.49","383.21","296.91M","0.27%"
"05/29/2018","384.47","388.82","388.82","382.84","384.52M","-1.37%"
"05/28/2018","389.82","390.49","392.24","389.19","126.64M","-0.32%"
"05/25/2018","391.08","391.20","392.91","389.72","266.44M","0.14%"
"05/24/2018","390.54","392.66","394.11","389.51","235.07M","-0.52%"
"05/23/2018","392.58","396.44","396.44","391.42","240.13M","-1.10%"
"05/22/2018","396.94","396.02","397.86","395.66","228.13M","0.27%"
"05/21/2018","395.87","394.83","396.41","394.83","189.22M","0.30%"
"05/18/2018","394.67","395.37","396.04","393.79","280.10M","-0.28%"
"05/17/2018","395.79","393.06","395.79","392.93","232.42M","0.66%"
"05/16/2018","393.21","392.76","393.61","391.82","267.73M","0.21%"
"05/15/2018","392.37","391.80","393.39","391.14","246.21M","0.05%"
"05/14/2018","392.19","392.25","392.49","390.78","190.44M","-0.05%"
"05/11/2018","392.40","391.96","392.56","391.54","201.49M","0.11%"
"05/10/2018","391.97","391.93","392.77","390.55","221.67M","-0.12%"
"05/09/2018","392.44","390.29","392.44","390.29","227.88M","0.63%"
"05/08/2018","390.00","389.39","390.00","388.13","254.09M","0.13%"
"05/07/2018","389.51","387.02","389.53","387.02","93.24M","0.64%"
"05/04/2018","387.03","385.01","387.03","384.91","242.47M","0.63%"
"05/03/2018","384.62","386.97","387.06","384.06","216.15M","-0.73%"
"05/02/2018","387.44","385.06","387.85","385.06","240.86M","0.63%"
"05/01/2018","385.03","385.42","385.81","384.88","170.16M","-0.08%"
"04/30/2018","385.32","383.92","385.60","383.77","219.29M","0.18%"
"04/27/2018","384.64","384.09","384.84","383.19","197.95M","0.23%"
"04/26/2018","383.75","380.15","383.80","379.46","224.78M","0.94%"
"04/25/2018","380.17","382.21","382.21","378.17","241.48M","-0.77%"
"04/24/2018","383.11","383.23","384.34","381.52","235.88M","-0.02%"
"04/23/2018","383.18","381.87","383.31","380.58","224.69M","0.35%"
"04/20/2018","381.84","380.89","382.55","380.51","231.74M","-0.03%"
"04/19/2018","381.95","381.78","382.41","381.16","207.20M","0.02%"
"04/18/2018","381.86","380.45","382.01","380.30","216.97M","0.29%"
"04/17/2018","380.77","377.98","381.50","377.95","213.09M","0.80%"
"04/16/2018","377.74","379.18","379.56","377.05","187.92M","-0.39%"
"04/13/2018","379.20","379.21","380.83","378.38","193.26M","0.10%"
"04/12/2018","378.82","376.19","379.05","375.45","201.70M","0.70%"
"04/11/2018","376.18","377.83","377.95","375.31","233.39M","-0.59%"
"04/10/2018","378.42","376.52","378.48","376.52","230.76M","0.83%"
